stock,year,bbmsy,ffmsy,bbmsy.effEdepP,ffmsy.effEdepP
Pomadasys jubelini,1992,0.137296866933217,0.416386501239356,0.137296866933217,0.416386501239356
Pomadasys jubelini,1993,0.167592808481459,0.381799383290878,0.167592808481459,0.381799383290878
Pomadasys jubelini,1994,0.209628792308436,0.340266149636023,0.209628792308436,0.340266149636023
Pomadasys jubelini,1995,0.377404253828082,0.510023331838168,0.377404253828082,0.510023331838168
Pomadasys jubelini,1996,0.488643528014749,0.514846967356036,0.488643528014749,0.514846967356036
Pomadasys jubelini,1997,0.487796909639601,0.55014712941987,0.487796909639601,0.55014712941987
Pomadasys jubelini,1998,0.492197592914359,0.459270505107395,0.492197592914359,0.459270505107395
Pomadasys jubelini,1999,0.457285526705289,0.47980612294768,0.457285526705289,0.47980612294768
Pomadasys jubelini,2000,0.462460525496305,0.444572064358355,0.462460525496305,0.444572064358355
Pomadasys jubelini,2001,0.548309977539119,0.529924973383459,0.548309977539119,0.529924973383459
Pomadasys jubelini,2002,0.591739416089051,0.624278695515656,0.591739416089051,0.624278695515656
Pomadasys jubelini,2003,0.668840770498293,0.586817589152812,0.668840770498293,0.586817589152812
Pomadasys jubelini,2004,0.681889008993854,0.446369587107478,0.681889008993854,0.446369587107478
Pomadasys jubelini,2005,0.745079194503138,0.600685356595049,0.745079194503138,0.600685356595049
Pomadasys jubelini,2006,0.867199004372811,0.468518634784617,0.867199004372811,0.468518634784617
Pomadasys jubelini,2007,1.14055599588613,0.475022827384406,1.14055599588613,0.475022827384406
Pomadasys jubelini,2008,1.33626997903615,0.491275657745646,1.33626997903615,0.491275657745646
Pomadasys jubelini,2009,1.43887955837972,0.550406146647393,1.43887955837972,0.550406146647393
Pomadasys jubelini,2010,1.42672733086571,0.559628143373398,1.42672733086571,0.559628143373398
Pomadasys jubelini,2011,1.23285420930902,0.673725249805478,1.23285420930902,0.673725249805478
Pomadasys jubelini,2012,1.32659110141884,0.663089114545545,1.32659110141884,0.663089114545545
Pomadasys jubelini,2013,1.97464574465215,0.742109478893302,1.97464574465215,0.742109478893302
Pomadasys jubelini,2014,1.67953612867164,0.541551401285101,1.67953612867164,0.541551401285101
Pomadasys jubelini,2015,1.63970732006667,0.572981820069891,1.63970732006667,0.572981820069891
Pomadasys jubelini,2016,1.48425560794867,0.848662090212708,1.48425560794867,0.848662090212708
Pomadasys jubelini,2017,1.19219629079032,1.21611155524418,1.19219629079032,1.21611155524418
Pomadasys jubelini,2018,0.63221309534587,1.42994905940728,0.63221309534587,1.42994905940728
Pomadasys jubelini,2019,0.14873486414834,4.47721249931507,0.14873486414834,4.47721249931507
Pomadasys jubelini,2020,0.0520982225480841,14.006804084164,0.0520982225480841,14.006804084164
Pomadasys jubelini,2021,0.0156225023551554,90.8800228726185,0.0156225023551554,90.8800228726185
Pomatomus saltatrix,1950,1.38064074360597,0.0110830760410801,1.38064074360597,0.0110830760410801
Pomatomus saltatrix,1951,1.12235391242848,0.0218137914286796,1.12235391242848,0.0218137914286796
Pomatomus saltatrix,1952,1.63783911766227,0.035502043815407,1.63783911766227,0.035502043815407
Pomatomus saltatrix,1953,2.14259249396217,0.0528485576633907,2.14259249396217,0.0528485576633907
Pomatomus saltatrix,1954,2.47526302117177,0.0593459214931123,2.47526302117177,0.0593459214931123
